fat_id,path,start,end,size,class,note
1088,/facechat/sb01-0047.scr,26148352,26148384,32,other,"in-house FaceChat / FaceData"
1089,/facechat/sb01-0048.scr,26148864,26150430,1566,other,"in-house FaceChat / FaceData"
1090,/facechat/sb01-0049.scr,26150912,26150944,32,other,"in-house FaceChat / FaceData"
1091,/facechat/sb01-0050.scr,26151424,26153810,2386,other,"in-house FaceChat / FaceData"
1092,/facechat/sb01-0051.scr,26153984,26154777,793,other,"in-house FaceChat / FaceData"
1093,/facechat/sb01-0052.scr,26155008,26156647,1639,other,"in-house FaceChat / FaceData"
1094,/facechat/sb01-0053.scr,26157056,26157920,864,other,"in-house FaceChat / FaceData"
1095,/facechat/sb01-0054.scr,26158080,26159417,1337,other,"in-house FaceChat / FaceData"
1096,/facechat/sb01-0055.scr,26159616,26161953,2337,other,"in-house FaceChat / FaceData"
1097,/facechat/sb01-0056.scr,26162176,26163263,1087,other,"in-house FaceChat / FaceData"
1098,/facechat/sb01-0057.scr,26163712,26166086,2374,other,"in-house FaceChat / FaceData"
1099,/facechat/sb01-0058.scr,26166272,26167662,1390,other,"in-house FaceChat / FaceData"
1100,/facechat/sb01-0059.scr,26167808,26169140,1332,other,"in-house FaceChat / FaceData"
1101,/facechat/sb01-0060.scr,26169344,26170867,1523,other,"in-house FaceChat / FaceData"
1102,/facechat/sb01-0061.scr,26170880,26172920,2040,other,"in-house FaceChat / FaceData"
1103,/facechat/sb01-0062.scr,26172928,26172960,32,other,"in-house FaceChat / FaceData"
1104,/facechat/sb01-0063.scr,26173440,26174411,971,other,"in-house FaceChat / FaceData"
1105,/facechat/sb01-0064.scr,26174464,26175978,1514,other,"in-house FaceChat / FaceData"
1106,/facechat/sb01-0065.scr,26176000,26178050,2050,other,"in-house FaceChat / FaceData"
1107,/facechat/sb01-0066.scr,26178560,26180230,1670,other,"in-house FaceChat / FaceData"
1108,/facechat/sb02-0001.scr,26180608,26180640,32,other,"in-house FaceChat / FaceData"
1109,/facechat/sb02-0002.scr,26181120,26182806,1686,other,"in-house FaceChat / FaceData"
1110,/facechat/sb02-0003.scr,26183168,26184261,1093,other,"in-house FaceChat / FaceData"
1111,/facechat/sb02-0004.scr,26184704,26186758,2054,other,"in-house FaceChat / FaceData"
1112,/facechat/sb02-0005.scr,26187264,26189328,2064,other,"in-house FaceChat / FaceData"
1113,/facechat/sb02-0006.scr,26189824,26192237,2413,other,"in-house FaceChat / FaceData"
1114,/facechat/sb02-0007.scr,26192384,26193259,875,other,"in-house FaceChat / FaceData"
1115,/facechat/sb02-0008.scr,26193408,26194871,1463,other,"in-house FaceChat / FaceData"
1116,/facechat/sb02-0009.scr,26194944,26196491,1547,other,"in-house FaceChat / FaceData"
1117,/facechat/sb02-0010.scr,26196992,26198841,1849,other,"in-house FaceChat / FaceData"
1118,/facechat/sb02-0011.scr,26199040,26200575,1535,other,"in-house FaceChat / FaceData"
1119,/facechat/sb02-0012.scr,26200576,26202902,2326,other,"in-house FaceChat / FaceData"
1120,/facechat/sb02-0013.scr,26203136,26204467,1331,other,"in-house FaceChat / FaceData"
1121,/facechat/sb02-0014.scr,26204672,26207756,3084,other,"in-house FaceChat / FaceData"
1122,/facechat/sb02-0015.scr,26208256,26209564,1308,other,"in-house FaceChat / FaceData"
1123,/facechat/sb02-0016.scr,26209792,26211191,1399,other,"in-house FaceChat / FaceData"
1124,/facechat/sb02-0017.scr,26211328,26211821,493,other,"in-house FaceChat / FaceData"
1125,/facechat/sb02-0018.scr,26211840,26211872,32,other,"in-house FaceChat / FaceData"
1126,/facechat/sb02-0019.scr,26212352,26212384,32,other,"in-house FaceChat / FaceData"
1127,/facechat/sb02-0020.scr,26212864,26214251,1387,other,"in-house FaceChat / FaceData"
1128,/facechat/sb02-0021.scr,26214400,26217012,2612,other,"in-house FaceChat / FaceData"
1129,/facechat/sb02-0022.scr,26217472,26218298,826,other,"in-house FaceChat / FaceData"
1130,/facechat/sb02-0023.scr,26218496,26219475,979,other,"in-house FaceChat / FaceData"
1131,/facechat/sb02-0024.scr,26219520,26220933,1413,other,"in-house FaceChat / FaceData"
1132,/facechat/sb02-0025.scr,26221056,26222290,1234,other,"in-house FaceChat / FaceData"
1133,/facechat/sb02-0026.scr,26222592,26222624,32,other,"in-house FaceChat / FaceData"
1134,/facechat/sb02-0027.scr,26223104,26224524,1420,other,"in-house FaceChat / FaceData"
1135,/facechat/sb02-0028.scr,26224640,26226418,1778,other,"in-house FaceChat / FaceData"
1136,/facechat/sb02-0029.scr,26226688,26227728,1040,other,"in-house FaceChat / FaceData"
1137,/facechat/sb02-0030.scr,26228224,26229465,1241,other,"in-house FaceChat / FaceData"
1138,/facechat/sb02-0031.scr,26229760,26231549,1789,other,"in-house FaceChat / FaceData"
1139,/facechat/sb02-0032.scr,26231808,26232988,1180,other,"in-house FaceChat / FaceData"
1140,/facechat/sb02-0033.scr,26233344,26234830,1486,other,"in-house FaceChat / FaceData"
1141,/facechat/sb02-0034.scr,26234880,26236293,1413,other,"in-house FaceChat / FaceData"
1142,/facechat/sb02-0035.scr,26236416,26238122,1706,other,"in-house FaceChat / FaceData"
1143,/facechat/sb02-0036.scr,26238464,26239766,1302,other,"in-house FaceChat / FaceData"
1144,/facechat/sb02-0037.scr,26240000,26240032,32,other,"in-house FaceChat / FaceData"
1145,/facechat/sb02-0038.scr,26240512,26242437,1925,other,"in-house FaceChat / FaceData"
1146,/facechat/sb02-0039.scr,26242560,26243842,1282,other,"in-house FaceChat / FaceData"
1147,/facechat/sb02-0040.scr,26244096,26245684,1588,other,"in-house FaceChat / FaceData"
1148,/facechat/sb02-0041.scr,26246144,26247806,1662,other,"in-house FaceChat / FaceData"
1149,/facechat/sb02-0042.scr,26248192,26249132,940,other,"in-house FaceChat / FaceData"
1150,/facechat/sb02-0043.scr,26249216,26250754,1538,other,"in-house FaceChat / FaceData"
1151,/facechat/sb02-0044.scr,26251264,26252492,1228,other,"in-house FaceChat / FaceData"
1152,/facechat/sb02-0045.scr,26252800,26254178,1378,other,"in-house FaceChat / FaceData"
1153,/facechat/sb04-0001.scr,26254336,26254709,373,other,"in-house FaceChat / FaceData"
1154,/facechat/sb04-0002.scr,26254848,26256302,1454,other,"in-house FaceChat / FaceData"
1155,/facechat/sb04-0003.scr,26256384,26257790,1406,other,"in-house FaceChat / FaceData"
1156,/facechat/sb04-0004.scr,26257920,26259287,1367,other,"in-house FaceChat / FaceData"
1157,/facechat/sb04-0005.scr,26259456,26260862,1406,other,"in-house FaceChat / FaceData"
1158,/facechat/sb04-0006.scr,26260992,26263586,2594,other,"in-house FaceChat / FaceData"
1159,/facechat/sb04-0007.scr,26264064,26264096,32,other,"in-house FaceChat / FaceData"
1160,/facechat/sb04-0008.scr,26264576,26265711,1135,other,"in-house FaceChat / FaceData"
1161,/facechat/sb04-0009.scr,26266112,26267511,1399,other,"in-house FaceChat / FaceData"
1162,/facechat/sb04-0010.scr,26267648,26269547,1899,other,"in-house FaceChat / FaceData"
1163,/facechat/sb04-0011.scr,26269696,26270305,609,other,"in-house FaceChat / FaceData"
1164,/facechat/sb04-0012.scr,26270720,26271558,838,other,"in-house FaceChat / FaceData"
1165,/facechat/sb04-0013.scr,26271744,26273418,1674,other,"in-house FaceChat / FaceData"
1166,/facechat/sb04-0014.scr,26273792,26274627,835,other,"in-house FaceChat / FaceData"
1167,/facechat/sb04-0015.scr,26274816,26277197,2381,other,"in-house FaceChat / FaceData"
1168,/facechat/sb04-0016.scr,26277376,26278213,837,other,"in-house FaceChat / FaceData"
1169,/facechat/sb04-0017.scr,26278400,26279954,1554,other,"in-house FaceChat / FaceData"
1170,/facechat/sb04-0018.scr,26280448,26281168,720,other,"in-house FaceChat / FaceData"
1171,/facechat/sb04-0019.scr,26281472,26283134,1662,other,"in-house FaceChat / FaceData"
1172,/facechat/sb04-0020.scr,26283520,26284357,837,other,"in-house FaceChat / FaceData"
1173,/facechat/sb04-0021.scr,26284544,26285062,518,other,"in-house FaceChat / FaceData"
1174,/facechat/sb04-0022.scr,26285568,26286261,693,other,"in-house FaceChat / FaceData"
1175,/facechat/sb04-0023.scr,26286592,26287458,866,other,"in-house FaceChat / FaceData"
1176,/facechat/sb04-0024.scr,26287616,26289108,1492,other,"in-house FaceChat / FaceData"
1177,/facechat/sb04-0025.scr,26289152,26289800,648,other,"in-house FaceChat / FaceData"
1178,/facechat/sb04-0026.scr,26290176,26290926,750,other,"in-house FaceChat / FaceData"
1179,/facechat/sb04-0027.scr,26291200,26293066,1866,other,"in-house FaceChat / FaceData"
1180,/facechat/sb04-0028.scr,26293248,26294870,1622,other,"in-house FaceChat / FaceData"
1181,/facechat/sb04-0029.scr,26295296,26296245,949,other,"in-house FaceChat / FaceData"
1182,/facechat/sb04-0030.scr,26296320,26298072,1752,other,"in-house FaceChat / FaceData"
1183,/facechat/sb04-0031.scr,26298368,26299002,634,other,"in-house FaceChat / FaceData"
1184,/facechat/sb04-0032.scr,26299392,26299976,584,other,"in-house FaceChat / FaceData"
1185,/facechat/sb04-0033.scr,26300416,26301194,778,other,"in-house FaceChat / FaceData"
1186,/facechat/sb04-0034.scr,26301440,26303870,2430,other,"in-house FaceChat / FaceData"
1187,/facechat/sb04-0035.scr,26304000,26304589,589,other,"in-house FaceChat / FaceData"
1188,/facechat/sb04-0036.scr,26305024,26306816,1792,other,"in-house FaceChat / FaceData"
1189,/facechat/sb04-0037.scr,26307072,26308805,1733,other,"in-house FaceChat / FaceData"
1190,/facechat/sb04-0038.scr,26309120,26310942,1822,other,"in-house FaceChat / FaceData"
1191,/facechat/sb04-0039.scr,26311168,26312457,1289,other,"in-house FaceChat / FaceData"
1192,/facechat/sb04-0040.scr,26312704,26314506,1802,other,"in-house FaceChat / FaceData"
1193,/facechat/sb04-0041.scr,26314752,26315743,991,other,"in-house FaceChat / FaceData"
1194,/facechat/sb04-0042.scr,26315776,26315808,32,other,"in-house FaceChat / FaceData"
1195,/facechat/sb04-0043.scr,26316288,26318341,2053,other,"in-house FaceChat / FaceData"
1196,/facechat/sb04-0044.scr,26318848,26318880,32,other,"in-house FaceChat / FaceData"
1197,/facechat/sb04-0045.scr,26319360,26321106,1746,other,"in-house FaceChat / FaceData"
1198,/facechat/sb04-0046.scr,26321408,26323236,1828,other,"in-house FaceChat / FaceData"
1199,/facechat/sb04-0047.scr,26323456,26326352,2896,other,"in-house FaceChat / FaceData"
1200,/facechat/sb04-0048.scr,26326528,26327568,1040,other,"in-house FaceChat / FaceData"
1201,/facechat/sb04-0049.scr,26328064,26328567,503,other,"in-house FaceChat / FaceData"
1202,/facechat/sb04-0050.scr,26328576,26330145,1569,other,"in-house FaceChat / FaceData"
1203,/facechat/sb04-0051.scr,26330624,26331716,1092,other,"in-house FaceChat / FaceData"
1204,/facechat/sb04-0052.scr,26332160,26333058,898,other,"in-house FaceChat / FaceData"
1205,/facechat/sb04-0053.scr,26333184,26334140,956,other,"in-house FaceChat / FaceData"
1206,/facechat/sb04-0054.scr,26334208,26336326,2118,other,"in-house FaceChat / FaceData"
1207,/facechat/sb04-0055.scr,26336768,26338094,1326,other,"in-house FaceChat / FaceData"
1208,/facechat/sb04-0056.scr,26338304,26340539,2235,other,"in-house FaceChat / FaceData"
1209,/facechat/sb04-0057.scr,26340864,26340896,32,other,"in-house FaceChat / FaceData"
1210,/facechat/sb04-0058.scr,26341376,26343465,2089,other,"in-house FaceChat / FaceData"
1211,/facechat/sb04-0059.scr,26343936,26344203,267,other,"in-house FaceChat / FaceData"
1212,/facechat/sb04-0060.scr,26344448,26345116,668,other,"in-house FaceChat / FaceData"
1213,/facechat/sb04-0061.scr,26345472,26346873,1401,other,"in-house FaceChat / FaceData"
1214,/facechat/sb04-0062.scr,26347008,26348635,1627,other,"in-house FaceChat / FaceData"
1215,/facechat/sb04-0063.scr,26349056,26349954,898,other,"in-house FaceChat / FaceData"
1216,/facechat/sb04-0064.scr,26350080,26352102,2022,other,"in-house FaceChat / FaceData"
1217,/facechat/sb04-0065.scr,26352128,26355161,3033,other,"in-house FaceChat / FaceData"
1218,/facechat/sb04-0066.scr,26355200,26356296,1096,other,"in-house FaceChat / FaceData"
1219,/facechat/sb04-0067.scr,26356736,26357221,485,other,"in-house FaceChat / FaceData"
1220,/facechat/sb04-0068.scr,26357248,26358097,849,other,"in-house FaceChat / FaceData"
1221,/facechat/sb04-0069.scr,26358272,26359239,967,other,"in-house FaceChat / FaceData"
1222,/facechat/sb04-0070.scr,26359296,26361017,1721,other,"in-house FaceChat / FaceData"
1223,/facechat/sb04-0071.scr,26361344,26362218,874,other,"in-house FaceChat / FaceData"
1224,/facechat/sb04-0072.scr,26362368,26363851,1483,other,"in-house FaceChat / FaceData"
1225,/facechat/sb04-0073.scr,26363904,26364930,1026,other,"in-house FaceChat / FaceData"
1226,/facechat/sb04-0074.scr,26365440,26367744,2304,other,"in-house FaceChat / FaceData"
1227,/facechat/sb04-0075.scr,26368000,26369837,1837,other,"in-house FaceChat / FaceData"
1228,/facechat/sb04-0076.scr,26370048,26370700,652,other,"in-house FaceChat / FaceData"
1229,/facechat/sb04-0077.scr,26371072,26375422,4350,other,"in-house FaceChat / FaceData"
1230,/facechat/sb04-0078.scr,26375680,26376761,1081,other,"in-house FaceChat / FaceData"
1231,/facechat/sb04-0079.scr,26377216,26379906,2690,other,"in-house FaceChat / FaceData"
1232,/facechat/sb04-0080.scr,26380288,26383133,2845,other,"in-house FaceChat / FaceData"
1233,/facechat/sb04-0081.scr,26383360,26384263,903,other,"in-house FaceChat / FaceData"
1234,/facechat/sb04-0082.scr,26384384,26385551,1167,other,"in-house FaceChat / FaceData"
1235,/facechat/sb04-0083.scr,26385920,26387967,2047,other,"in-house FaceChat / FaceData"
1236,/facechat/sb04-0084.scr,26387968,26389318,1350,other,"in-house FaceChat / FaceData"
1237,/facechat/sb04-0085.scr,26389504,26391310,1806,other,"in-house FaceChat / FaceData"
1238,/facechat/sb04-0086.scr,26391552,26392253,701,other,"in-house FaceChat / FaceData"
1239,/facechat/sb04-0087.scr,26392576,26394046,1470,other,"in-house FaceChat / FaceData"
1240,/facechat/sb04-0088.scr,26394112,26396762,2650,other,"in-house FaceChat / FaceData"
1241,/facechat/sb04-0089.scr,26397184,26398528,1344,other,"in-house FaceChat / FaceData"
1242,/facechat/sb04-0090.scr,26398720,26399704,984,other,"in-house FaceChat / FaceData"
1243,/facechat/sb04-0091.scr,26399744,26402119,2375,other,"in-house FaceChat / FaceData"
1244,/facechat/sb04-0092.scr,26402304,26402336,32,other,"in-house FaceChat / FaceData"
1245,/facechat/sb04-0093.scr,26402816,26403766,950,other,"in-house FaceChat / FaceData"
1246,/facechat/sb04-0094.scr,26403840,26404619,779,other,"in-house FaceChat / FaceData"
1247,/facechat/sb04-0095.scr,26404864,26406030,1166,other,"in-house FaceChat / FaceData"
1248,/facechat/sb04-0096.scr,26406400,26406432,32,other,"in-house FaceChat / FaceData"
1249,/facechat/sb04-0097.scr,26406912,26408833,1921,other,"in-house FaceChat / FaceData"
1250,/facechat/sb04-0098.scr,26408960,26409886,926,other,"in-house FaceChat / FaceData"
1251,/facechat/sb04-0099.scr,26409984,26411208,1224,other,"in-house FaceChat / FaceData"
1252,/facechat/sb04-0100.scr,26411520,26414004,2484,other,"in-house FaceChat / FaceData"
1253,/facechat/sb04-0101.scr,26414080,26414531,451,other,"in-house FaceChat / FaceData"
1254,/facechat/sb04-0102.scr,26414592,26416371,1779,other,"in-house FaceChat / FaceData"
1255,/facechat/sb04-0103.scr,26416640,26418125,1485,other,"in-house FaceChat / FaceData"
1256,/facechat/sb04-0104.scr,26418176,26419568,1392,other,"in-house FaceChat / FaceData"
1257,/facechat/sb04-0105.scr,26419712,26420550,838,other,"in-house FaceChat / FaceData"
1258,/facechat/sb04-0106.scr,26420736,26421628,892,other,"in-house FaceChat / FaceData"
1259,/facechat/sb04-0107.scr,26421760,26423600,1840,other,"in-house FaceChat / FaceData"
1260,/facechat/sb04-0108.scr,26423808,26425800,1992,other,"in-house FaceChat / FaceData"
1261,/facechat/sb04-0109.scr,26425856,26427218,1362,other,"in-house FaceChat / FaceData"
1262,/facechat/sb04-0110.scr,26427392,26428232,840,other,"in-house FaceChat / FaceData"
1263,/facechat/sb04-0111.scr,26428416,26429779,1363,other,"in-house FaceChat / FaceData"
1264,/facechat/sb04-0112.scr,26429952,26430820,868,other,"in-house FaceChat / FaceData"
1265,/facechat/sb04-0113.scr,26430976,26433321,2345,other,"in-house FaceChat / FaceData"
1266,/facechat/sb04-0114.scr,26433536,26434210,674,other,"in-house FaceChat / FaceData"
1267,/facechat/sb04-0115.scr,26434560,26435677,1117,other,"in-house FaceChat / FaceData"
1268,/facechat/sb04-0116.scr,26436096,26437150,1054,other,"in-house FaceChat / FaceData"
1269,/facechat/sb04-0117.scr,26437632,26440720,3088,other,"in-house FaceChat / FaceData"
1270,/facechat/sb04-0118.scr,26441216,26443379,2163,other,"in-house FaceChat / FaceData"
1271,/facechat/sb04-0119.scr,26443776,26445626,1850,other,"in-house FaceChat / FaceData"
1272,/facechat/sb04-0120.scr,26445824,26447538,1714,other,"in-house FaceChat / FaceData"
1273,/facechat/sb04-0121.scr,26447872,26448945,1073,other,"in-house FaceChat / FaceData"
1274,/facechat/sb04-0122.scr,26449408,26449440,32,other,"in-house FaceChat / FaceData"
1275,/facechat/sb04-0123.scr,26449920,26451056,1136,other,"in-house FaceChat / FaceData"
1276,/facechat/sb04-0124.scr,26451456,26452954,1498,other,"in-house FaceChat / FaceData"
1277,/facechat/sb04-0125.scr,26452992,26454062,1070,other,"in-house FaceChat / FaceData"
1278,/facechat/sb04-0126.scr,26454528,26456141,1613,other,"in-house FaceChat / FaceData"
1279,/facechat/sb04-0127.scr,26456576,26457916,1340,other,"in-house FaceChat / FaceData"
1280,/facechat/sb04-0128.scr,26458112,26458144,32,other,"in-house FaceChat / FaceData"
1281,/facechat/sb04-0129.scr,26458624,26459323,699,other,"in-house FaceChat / FaceData"
1282,/facechat/sb04-0130.scr,26459648,26460556,908,other,"in-house FaceChat / FaceData"
1283,/facechat/sb04-0131.scr,26460672,26461437,765,other,"in-house FaceChat / FaceData"
1284,/facechat/sb04-0132.scr,26461696,26462911,1215,other,"in-house FaceChat / FaceData"
1285,/facechat/sb04-0133.scr,26463232,26463264,32,other,"in-house FaceChat / FaceData"
1286,/facechat/sb04-0134.scr,26463744,26465628,1884,other,"in-house FaceChat / FaceData"
1287,/facechat/sb04-0135.scr,26465792,26467452,1660,other,"in-house FaceChat / FaceData"
1288,/facechat/sb04-0136.scr,26467840,26468792,952,other,"in-house FaceChat / FaceData"
1289,/facechat/sb04-0137.scr,26468864,26470012,1148,other,"in-house FaceChat / FaceData"
1290,/facechat/sb04-0138.scr,26470400,26471279,879,other,"in-house FaceChat / FaceData"
1291,/facechat/sb04-0139.scr,26471424,26472341,917,other,"in-house FaceChat / FaceData"
1292,/facechat/sb04-0140.scr,26472448,26472480,32,other,"in-house FaceChat / FaceData"
1293,/facechat/sb04-0141.scr,26472960,26474213,1253,other,"in-house FaceChat / FaceData"
1294,/facechat/sb04-0142.scr,26474496,26475031,535,other,"in-house FaceChat / FaceData"
1295,/facechat/sb04-0143.scr,26475520,26476474,954,other,"in-house FaceChat / FaceData"
1296,/facechat/sb04-0144.scr,26476544,26478041,1497,other,"in-house FaceChat / FaceData"
1297,/facechat/sb04-0145.scr,26478080,26479809,1729,other,"in-house FaceChat / FaceData"
1298,/facechat/sb04-0146.scr,26480128,26481676,1548,other,"in-house FaceChat / FaceData"
1299,/facechat/sb04-0147.scr,26482176,26483709,1533,other,"in-house FaceChat / FaceData"
1300,/facechat/sb04-0148.scr,26483712,26485018,1306,other,"in-house FaceChat / FaceData"
1301,/facechat/sb04-0149.scr,26485248,26485417,169,other,"in-house FaceChat / FaceData"
1302,/facechat/sb04-0150.scr,26485760,26485962,202,other,"in-house FaceChat / FaceData"
1303,/facechat/sb04-0151.scr,26486272,26487457,1185,other,"in-house FaceChat / FaceData"
1304,/facechat/sb04-0152.scr,26487808,26488807,999,other,"in-house FaceChat / FaceData"
1305,/facechat/sb04-0153.scr,26488832,26489221,389,other,"in-house FaceChat / FaceData"
1306,/facechat/sb04-0154.scr,26489344,26489534,190,other,"in-house FaceChat / FaceData"
1307,/facechat/sb04-0155.scr,26489856,26490092,236,other,"in-house FaceChat / FaceData"
1308,/facechat/sb04-0156.scr,26490368,26490598,230,other,"in-house FaceChat / FaceData"
1309,/facechat/sb04-0157.scr,26490880,26491118,238,other,"in-house FaceChat / FaceData"
1310,/facechat/sb04-0158.scr,26491392,26491859,467,other,"in-house FaceChat / FaceData"
1311,/facechat/sb04-0159.scr,26491904,26492695,791,other,"in-house FaceChat / FaceData"
1312,/facechat/sb04-0160.scr,26492928,26493444,516,other,"in-house FaceChat / FaceData"
1313,/facechat/sb04-0161.scr,26493952,26494229,277,other,"in-house FaceChat / FaceData"
1314,/facechat/sb05-0001.scr,26494464,26495496,1032,other,"in-house FaceChat / FaceData"
1315,/facechat/sb05-0002.scr,26496000,26497787,1787,other,"in-house FaceChat / FaceData"
1316,/facechat/sb05-0003.scr,26498048,26499092,1044,other,"in-house FaceChat / FaceData"
1317,/facechat/sb05-0004.scr,26499584,26501354,1770,other,"in-house FaceChat / FaceData"
1318,/facechat/sb05-0005.scr,26501632,26502911,1279,other,"in-house FaceChat / FaceData"
1319,/facechat/sb05-0006.scr,26503168,26505506,2338,other,"in-house FaceChat / FaceData"
1320,/facechat/sb05-0007.scr,26505728,26506777,1049,other,"in-house FaceChat / FaceData"
1321,/facechat/sb05-0008.scr,26507264,26508153,889,other,"in-house FaceChat / FaceData"
1322,/facechat/sb05-0009.scr,26508288,26509360,1072,other,"in-house FaceChat / FaceData"
1323,/facechat/sb05-0010.scr,26509824,26510655,831,other,"in-house FaceChat / FaceData"
1324,/facechat/sb05-0011.scr,26510848,26512199,1351,other,"in-house FaceChat / FaceData"
1325,/facechat/sb05-0012.scr,26512384,26513120,736,other,"in-house FaceChat / FaceData"
1326,/facechat/sb05-0013.scr,26513408,26514110,702,other,"in-house FaceChat / FaceData"
1327,/facechat/sb05-0014.scr,26514432,26516093,1661,other,"in-house FaceChat / FaceData"
1328,/facechat/sb05-0015.scr,26516480,26518661,2181,other,"in-house FaceChat / FaceData"
1329,/facechat/sb05-0016.scr,26519040,26519733,693,other,"in-house FaceChat / FaceData"
1330,/facechat/sb05-0017.scr,26520064,26521135,1071,other,"in-house FaceChat / FaceData"
1331,/facechat/sb05-0018.scr,26521600,26523528,1928,other,"in-house FaceChat / FaceData"
1332,/facechat/sb05-0019.scr,26523648,26525719,2071,other,"in-house FaceChat / FaceData"
1333,/facechat/sb05-0020.scr,26526208,26528143,1935,other,"in-house FaceChat / FaceData"
1334,/facechat/sb05-0021.scr,26528256,26529529,1273,other,"in-house FaceChat / FaceData"
1335,/facechat/sb05-0022.scr,26529792,26530456,664,other,"in-house FaceChat / FaceData"
1336,/facechat/sb05-0023.scr,26530816,26532639,1823,other,"in-house FaceChat / FaceData"
1337,/facechat/sb05-0024.scr,26532864,26534858,1994,other,"in-house FaceChat / FaceData"
1338,/facechat/sb05-0025.scr,26534912,26536091,1179,other,"in-house FaceChat / FaceData"
1339,/facechat/sb05-0026.scr,26536448,26538015,1567,other,"in-house FaceChat / FaceData"
1340,/facechat/sb05-0027.scr,26538496,26539807,1311,other,"in-house FaceChat / FaceData"
1341,/facechat/sb05-0028.scr,26540032,26541694,1662,other,"in-house FaceChat / FaceData"
1342,/facechat/sb05-0029.scr,26542080,26543584,1504,other,"in-house FaceChat / FaceData"
1343,/facechat/sb05-0030.scr,26543616,26545275,1659,other,"in-house FaceChat / FaceData"
1344,/facechat/sb05-0031.scr,26545664,26546825,1161,other,"in-house FaceChat / FaceData"
1345,/facechat/sb05-0032.scr,26547200,26548139,939,other,"in-house FaceChat / FaceData"
1346,/facechat/sb05-0033.scr,26548224,26549683,1459,other,"in-house FaceChat / FaceData"
1347,/facechat/sb05-0034.scr,26549760,26550861,1101,other,"in-house FaceChat / FaceData"
1348,/facechat/sb05-0035.scr,26551296,26552278,982,other,"in-house FaceChat / FaceData"
1349,/facechat/sb05-0036.scr,26552320,26552833,513,other,"in-house FaceChat / FaceData"
1350,/facechat/sb05-0037.scr,26553344,26554878,1534,other,"in-house FaceChat / FaceData"
1351,/facechat/sb05-0038.scr,26554880,26556007,1127,other,"in-house FaceChat / FaceData"
1352,/facechat/sb05-0039.scr,26556416,26557914,1498,other,"in-house FaceChat / FaceData"
1353,/facechat/sb05-0040.scr,26557952,26559326,1374,other,"in-house FaceChat / FaceData"
1354,/facechat/sb05-0041.scr,26559488,26560404,916,other,"in-house FaceChat / FaceData"
1355,/facechat/sb05-0042.scr,26560512,26561637,1125,other,"in-house FaceChat / FaceData"
1356,/facechat/sb05-0043.scr,26562048,26563467,1419,other,"in-house FaceChat / FaceData"
1357,/facechat/sb05-0044.scr,26563584,26564621,1037,other,"in-house FaceChat / FaceData"
1358,/facechat/sb05-0045.scr,26565120,26566113,993,other,"in-house FaceChat / FaceData"
1359,/facechat/sb05-0046.scr,26566144,26567856,1712,other,"in-house FaceChat / FaceData"
1360,/facechat/sb05-0047.scr,26568192,26569986,1794,other,"in-house FaceChat / FaceData"
1361,/facechat/sb05-0048.scr,26570240,26571473,1233,other,"in-house FaceChat / FaceData"
1362,/facechat/sb05-0049.scr,26571776,26573217,1441,other,"in-house FaceChat / FaceData"
1363,/facechat/sb05-0050.scr,26573312,26575396,2084,other,"in-house FaceChat / FaceData"
1364,/facechat/sb05-0051.scr,26575872,26577502,1630,other,"in-house FaceChat / FaceData"
1365,/facechat/sb05-0052.scr,26577920,26579697,1777,other,"in-house FaceChat / FaceData"
1366,/facechat/sb05-0053.scr,26579968,26582158,2190,other,"in-house FaceChat / FaceData"
1367,/facechat/sb05-0054.scr,26582528,26583872,1344,other,"in-house FaceChat / FaceData"
1368,/facechat/sb05-0055.scr,26584064,26585657,1593,other,"in-house FaceChat / FaceData"
1369,/facechat/sb05-0056.scr,26586112,26587250,1138,other,"in-house FaceChat / FaceData"
1370,/facechat/sb05-0057.scr,26587648,26589324,1676,other,"in-house FaceChat / FaceData"
1371,/facechat/sb05-0058.scr,26589696,26592135,2439,other,"in-house FaceChat / FaceData"
1372,/facechat/sb05-0059.scr,26592256,26593814,1558,other,"in-house FaceChat / FaceData"
1373,/facechat/sb05-0060.scr,26594304,26595266,962,other,"in-house FaceChat / FaceData"
1374,/facechat/sb05-0061.scr,26595328,26596746,1418,other,"in-house FaceChat / FaceData"
1375,/facechat/sb05-0062.scr,26596864,26598071,1207,other,"in-house FaceChat / FaceData"
1376,/facechat/sb05-0063.scr,26598400,26599359,959,other,"in-house FaceChat / FaceData"
1377,/facechat/sb05-0064.scr,26599424,26601379,1955,other,"in-house FaceChat / FaceData"
1378,/facechat/sb05-0065.scr,26601472,26603286,1814,other,"in-house FaceChat / FaceData"
1379,/facechat/sb05-0066.scr,26603520,26604537,1017,other,"in-house FaceChat / FaceData"
1380,/facechat/sb05-0067.scr,26604544,26605870,1326,other,"in-house FaceChat / FaceData"
1381,/facechat/sb05-0068.scr,26606080,26607923,1843,other,"in-house FaceChat / FaceData"
1382,/facechat/sb05-0069.scr,26608128,26609486,1358,other,"in-house FaceChat / FaceData"
1383,/facechat/sb05-0070.scr,26609664,26611199,1535,other,"in-house FaceChat / FaceData"
1384,/facechat/sb05-0071.scr,26611200,26612961,1761,other,"in-house FaceChat / FaceData"
1385,/facechat/sb05-0072.scr,26613248,26614611,1363,other,"in-house FaceChat / FaceData"
1386,/facechat/sb05-0073.scr,26614784,26616362,1578,other,"in-house FaceChat / FaceData"
